"app_name","avg_lifespan","expected_revenue","marketing_costs","apple_price","play_price","apple_genre","play_genre","a_review_count","apple_content_rating","apple_price-2","play_price-2"
"Google Street View",9.0,540000.0,108000.0,0.0,"0","Travel","Travel & Local","1450","4+",10000.0,10000.0
"Google Translate",9.0,540000.0,108000.0,0.0,"0","Reference","Tools","26786","4+",10000.0,10000.0
"Hangouts",9.0,540000.0,108000.0,0.0,"0","Social Networking","Communication","36404","4+",10000.0,10000.0
"iFunny :)",9.0,540000.0,108000.0,0.0,"0","Entertainment","Entertainment","98344","17+",10000.0,10000.0
"Infinite Painter",9.0,540000.0,108000.0,0.0,"0","Productivity","Art & Design","65","4+",10000.0,10000.0
"Ingress",9.0,540000.0,108000.0,0.0,"0","Games","Adventure","2739","9+",10000.0,10000.0
"King of Avalon: Dragon Warfare",9.0,540000.0,108000.0,0.0,"0","Games","Strategy","3326","9+",10000.0,10000.0
"LEGO Batman: DC Super Heroes",9.0,540000.0,108000.0,4.99,"4.99","Games","Adventure;Action & Adventure","7717","9+",49900.0,49900.0
"LEGO® Juniors Create & Cruise",9.0,540000.0,108000.0,0.0,"0","Games","Educational;Action & Adventure","6152","4+",10000.0,10000.0
"MARVEL Avengers Academy",9.0,540000.0,108000.0,0.0,"0","Games","Adventure","17376","9+",10000.0,10000.0
"My Little Pony: Harmony Quest",9.0,540000.0,108000.0,0.0,"0","Entertainment","Casual;Action & Adventure","2265","4+",10000.0,10000.0
"NASCAR MOBILE",9.0,540000.0,108000.0,0.0,"0","Sports","Sports","16385","4+",10000.0,10000.0
"NBA",9.0,540000.0,108000.0,0.0,"0","Sports","Sports","43682","4+",10000.0,10000.0
"Netflix",9.0,540000.0,108000.0,0.0,"0","Entertainment","Entertainment","308844","4+",10000.0,10000.0
"Peggle Blast",9.0,540000.0,108000.0,0.0,"0","Games","Card","11528","9+",10000.0,10000.0
"Premier League - Official App",9.0,540000.0,108000.0,0.0,"0","Sports","Sports","791","12+",10000.0,10000.0
"RISK: Global Domination",9.0,540000.0,108000.0,0.0,"0","Games","Board;Action & Adventure","5217","9+",10000.0,10000.0
"slither.io",9.0,540000.0,108000.0,0.0,"0","Games","Action","107817","4+",10000.0,10000.0
"Speedtest by Ookla",9.0,540000.0,108000.0,0.0,"0","Utilities","Tools","65016","4+",10000.0,10000.0
"STARZ",9.0,540000.0,108000.0,0.0,"0","Entertainment","Entertainment","8971","17+",10000.0,10000.0
"Storm Shield",9.0,540000.0,108000.0,2.99,"0","Weather","Weather","2516","12+",29900.0,10000.0
"TED",9.0,540000.0,108000.0,0.0,"0","Education","Education","5782","12+",10000.0,10000.0
"Tom's Love Letters",9.0,540000.0,108000.0,0.0,"0","Entertainment","Entertainment","27711","4+",10000.0,10000.0
"Tom Loves Angela",9.0,540000.0,108000.0,0.99,"0","Entertainment","Entertainment","1151","4+",10000.0,10000.0
"Twitter",9.0,540000.0,108000.0,0.0,"0","News","News & Magazines","354058","17+",10000.0,10000.0
"UNO ™ & Friends",9.0,540000.0,108000.0,0.0,"0","Games","Card","68911","9+",10000.0,10000.0
"VSCO",9.0,540000.0,108000.0,0.0,"0","Photo & Video","Photography","11174","12+",10000.0,10000.0
"WatchESPN",9.0,540000.0,108000.0,0.0,"0","Sports","Sports","159735","4+",10000.0,10000.0
"XCOM®: Enemy Within",9.0,540000.0,108000.0,9.99,"9.99","Games","Strategy","2855","17+",99900.0,99900.0
"AnatomyMapp",8.5,510000.0,102000.0,9.99,"14.99","Medical","Medical","23","4+",99900.0,149900.0
"Assassin's Creed Identity",8.5,510000.0,102000.0,4.99,"1.99","Games","Action","3517","12+",49900.0,19900.0
"Citi Mobile®",8.5,510000.0,102000.0,0.0,"0","Finance","Finance","48822","4+",10000.0,10000.0
"DB Navigator",8.5,510000.0,102000.0,0.0,"0","Travel","Maps & Navigation","512","4+",10000.0,10000.0
"DIRECTV",8.5,510000.0,102000.0,0.0,"0","Entertainment","Entertainment","81006","4+",10000.0,10000.0
"Don't Starve: Shipwrecked",8.5,510000.0,102000.0,4.99,"4.99","Games","Adventure","495","9+",49900.0,49900.0
"Edmodo",8.5,510000.0,102000.0,0.0,"0","Education","Education","7197","4+",10000.0,10000.0
"Facebook",8.5,510000.0,102000.0,0.0,"0","Social Networking","Social","2974676","4+",10000.0,10000.0
"Geocaching®",8.5,510000.0,102000.0,0.0,"0","Navigation","Health & Fitness","12811","4+",10000.0,10000.0
"I am Bread",8.5,510000.0,102000.0,4.99,"4.99","Games","Adventure","1394","4+",49900.0,49900.0
"Just Dance Now",8.5,510000.0,102000.0,0.0,"0","Games","Music","2535","4+",10000.0,10000.0
"Kids A-Z",8.5,510000.0,102000.0,0.0,"0","Education","Education;Education","2887","4+",10000.0,10000.0
"LinkedIn",8.5,510000.0,102000.0,0.0,"0","Social Networking","Social","71856","4+",10000.0,10000.0
"Mobile Strike",8.5,510000.0,102000.0,0.0,"0","Games","Strategy","24935","12+",10000.0,10000.0
"NBC News",8.5,510000.0,102000.0,0.0,"0","News","News & Magazines","32881","12+",10000.0,10000.0
"NHL",8.5,510000.0,102000.0,0.0,"0","Sports","Sports","15554","4+",10000.0,10000.0
"Nick",8.5,510000.0,102000.0,0.0,"0","Entertainment","Entertainment;Music & Video","13237","4+",10000.0,10000.0
"PBS KIDS Video",8.5,510000.0,102000.0,0.0,"0","Education","Education;Music & Video","8651","4+",10000.0,10000.0
"Puffin Browser Pro",8.5,510000.0,102000.0,3.99,"3.99","Utilities","Communication","7565","17+",39900.0,39900.0
"Timehop",8.5,510000.0,102000.0,0.0,"0","Social Networking","Social","49510","4+",10000.0,10000.0
"Tinder",8.5,510000.0,102000.0,0.0,"0","Lifestyle","Lifestyle","143040","17+",10000.0,10000.0
"Uber Driver",8.5,510000.0,102000.0,0.0,"0","Business","Business","3289","4+",10000.0,10000.0
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",8.5,510000.0,102000.0,0.0,"0","Sports","Sports","16683","4+",10000.0,10000.0
"USA TODAY",8.5,510000.0,102000.0,0.0,"0","News","News & Magazines","61724","4+",10000.0,10000.0
"Wells Fargo Mobile",8.5,510000.0,102000.0,0.0,"0","Finance","Finance","43064","4+",10000.0,10000.0
"Whataburger",8.5,510000.0,102000.0,0.0,"0","Food & Drink","Food & Drink","197","4+",10000.0,10000.0
"YouNow: Live Stream Video Chat",8.5,510000.0,102000.0,0.0,"0","Social Networking","Social","12079","12+",10000.0,10000.0
"Epson iPrint",8.0,480000.0,96000.0,0.0,"0","Photo & Video","Tools","2838","4+",10000.0,10000.0
"Mad Libs",8.0,480000.0,96000.0,0.0,"0","Entertainment","Entertainment;Brain Games","117889","4+",10000.0,10000.0
"Messenger",8.0,480000.0,96000.0,0.0,"0","Social Networking","Social","351466","4+",10000.0,10000.0
"PAC-MAN",8.0,480000.0,96000.0,0.0,"0","Games","Arcade","508808","4+",10000.0,10000.0
"Pokémon GO",8.0,480000.0,96000.0,0.0,"0","Games","Adventure","257627","9+",10000.0,10000.0
"Redbox",8.0,480000.0,96000.0,0.0,"0","Entertainment","Entertainment","60236","12+",10000.0,10000.0
"Sky News",8.0,480000.0,96000.0,0.0,"0","News","News & Magazines","118","12+",10000.0,10000.0
"Southwest Airlines",8.0,480000.0,96000.0,0.0,"0","Travel","Travel & Local","30552","4+",10000.0,10000.0
"Thomas & Friends: Race On!",8.0,480000.0,96000.0,0.0,"0","Games","Casual;Action & Adventure","89","4+",10000.0,10000.0
"Uber",8.0,480000.0,96000.0,0.0,"0","Travel","Maps & Navigation","49466","4+",10000.0,10000.0
"Battlefield™ Companion",7.5,450000.0,90000.0,0.0,"0","Social Networking","Action","689","12+",10000.0,10000.0
"BET NOW - Watch Shows",7.5,450000.0,90000.0,0.0,"0","Entertainment","Entertainment","967","17+",10000.0,10000.0
"Fly Delta",7.5,450000.0,90000.0,0.0,"0","Travel","Travel & Local","8094","4+",10000.0,10000.0
"Google Play Movies & TV",7.5,450000.0,90000.0,0.0,"0","Entertainment","Video Players & Editors","1195","12+",10000.0,10000.0
"H&M",7.5,450000.0,90000.0,0.0,"0","Shopping","Lifestyle","687","4+",10000.0,10000.0
"MTV",7.5,450000.0,90000.0,0.0,"0","Entertainment","Entertainment","5987","12+",10000.0,10000.0
"myAT&T",7.5,450000.0,90000.0,0.0,"0","Utilities","Productivity","108507","4+",10000.0,10000.0
"NFL",7.5,450000.0,90000.0,0.0,"0","Sports","Sports","27317","4+",10000.0,10000.0
"SHOWTIME",7.5,450000.0,90000.0,0.0,"0","Entertainment","Entertainment","1214","17+",10000.0,10000.0
"Snapchat",7.5,450000.0,90000.0,0.0,"0","Photo & Video","Social","323905","12+",10000.0,10000.0
"T-Mobile Tuesdays",7.5,450000.0,90000.0,0.0,"0","Lifestyle","Lifestyle","3213","17+",10000.0,10000.0
"U by BB&T",7.5,450000.0,90000.0,0.0,"0","Finance","Finance","790","4+",10000.0,10000.0
"NCAA Sports",7.0,420000.0,84000.0,0.0,"0","Sports","Sports","636","4+",10000.0,10000.0
"Peppa Pig: Party Time",7.0,420000.0,84000.0,0.99,"2.99","Education","Educational;Pretend Play","9","4+",10000.0,29900.0
"Super Mario Run",7.0,420000.0,84000.0,0.0,"0","Games","Action","87958","4+",10000.0,10000.0
"United Airlines",7.0,420000.0,84000.0,0.0,"0","Travel","Travel & Local","5748","4+",10000.0,10000.0
"AirWatch Agent",6.5,390000.0,78000.0,0.0,"0","Business","Business","1150","4+",10000.0,10000.0
"McDonald's",6.5,390000.0,78000.0,0.0,"0","Food & Drink","Food & Drink","4050","4+",10000.0,10000.0
"My College Bookstore",6.5,390000.0,78000.0,0.0,"0","Shopping","Shopping","225","4+",10000.0,10000.0
"myChevrolet",6.5,390000.0,78000.0,0.0,"0","Lifestyle","Lifestyle","1083","17+",10000.0,10000.0
"NBC Sports",6.5,390000.0,78000.0,0.0,"0","Sports","Sports","47172","4+",10000.0,10000.0
"AMC",6.0,360000.0,72000.0,0.0,"0","Entertainment","Entertainment","3105","12+",10000.0,10000.0
"SNCF",6.0,360000.0,72000.0,0.0,"0","Travel","Travel & Local","7","4+",10000.0,10000.0
"Philips Hue",5.5,330000.0,66000.0,0.0,"0","Lifestyle","Lifestyle","1999","4+",10000.0,10000.0
